song,artist,this_week,last_week,peak_position,weeks_on_chart,mbid,danceability,genre,gender,mood,instrumental,bpm,key,loudness,mood_happy,year,genre_full
This Is It,Scotty McCreery,53,57.0,53,5,aec07661-9222-464f-9563-99611a159ae8,not_danceable,roc,female,not_aggressive,instrumental,155.680618286,G#,0.880137860775,happy,2019,Rock
Calling My Spirit,Kodak Black,56,58.0,46,6,d8ff611d-b2d5-4808-be8a-ec9f40171cab,danceable,rhy,male,not_aggressive,voice,119.961242676,A#,0.340007573366,not_happy,2019,Rhythm & Blues (R&B)
Startender,A Boogie Wit da Hoodie Featuring Offset & Tyga,59,61.0,59,3,20714476-804f-4217-9b57-63f08008d652,danceable,hip,female,not_aggressive,instrumental,95.9862747192,A#,0.914168536663,not_happy,2019,Hip-Hop
Last Shot,Kip Moore,60,53.0,53,8,a25bedd9-1be6-4cb1-b4ff-ea0f2006df06,danceable,roc,male,not_aggressive,voice,147.974014282,E,0.938902497292,happy,2019,Rock
Electricity,Silk City x Dua Lipa,62,62.0,62,8,89a26a81-05b9-4083-9639-b180fc341d82,not_danceable,dan,female,not_aggressive,instrumental,144.634460449,C,0.927419126034,happy,2019,Dance/Electronic
Ella Quiere Beber,Anuel AA & Romeo Santos,64,64.0,64,10,3d5c1a12-cd23-472d-96cb-7ca132f470c9,danceable,rhy,female,not_aggressive,instrumental,94.9251174927,G#,0.967547297478,not_happy,2019,Rhythm & Blues (R&B)
Lovely,Billie Eilish & Khalid,65,73.0,65,11,1fc545d3-94b6-4a3d-bff3-bb8b861943d6,not_danceable,jaz,female,not_aggressive,voice,114.798667908,E,0.512330889702,happy,2019,Jazz
Pure Cocaine,Lil Baby,66,72.0,46,5,8cc74581-e677-4851-ad27-83d05515fd36,danceable,hip,female,not_aggressive,voice,126.982345581,A#,0.967274606228,not_happy,2019,Hip-Hop
Millionaire,Chris Stapleton,67,69.0,67,5,f61c9210-1cbb-4a7a-8e4a-f0531fa0f662,danceable,rhy,male,not_aggressive,voice,142.815734863,A#,0.937531888485,happy,2019,Rhythm & Blues (R&B)
When The Party's Over,Billie Eilish,68,68.0,52,12,ba7a88da-f864-4ead-9a63-36f92d10de46,not_danceable,rhy,female,not_aggressive,voice,123.452804565,A,0.0136189134791,not_happy,2019,Rhythm & Blues (R&B)
Take It From Me,Jordan Davis,69,75.0,69,2,37b94577-62f8-4bab-8c60-6715fb9f9130,danceable,pop,male,not_aggressive,voice,99.9436645508,A#,0.955841362476,not_happy,2019,Pop
Can't Leave Without It,21 Savage,70,65.0,58,3,a82d6fa1-0f3e-4a44-a18a-c43d5e6afe71,danceable,rhy,male,not_aggressive,voice,131.968734741,A,0.771034955978,not_happy,2019,Rhythm & Blues (R&B)
Yosemite,Travis Scott,71,77.0,25,12,1892f310-8713-47e5-b9a8-06f8d4021ca9,danceable,rhy,female,not_aggressive,voice,128.084762573,F,0.905719935894,not_happy,2019,Rhythm & Blues (R&B)
What Makes You Country,Luke Bryan,74,76.0,74,2,3dafcbe1-f845-4042-b49c-534dcf0a8c7a,danceable,pop,male,not_aggressive,voice,161.643936157,C,0.926102876663,happy,2019,Pop
Down To The Honkytonk,Jake Owen,75,80.0,75,2,59b69ea3-1632-4f7e-bec6-154e8fb556b7,danceable,roc,male,not_aggressive,voice,163.89074707,D#,0.927729904652,happy,2019,Rock
Ruin My Life,Zara Larsson,76,86.0,76,2,0a3524bf-6f93-4b0c-aba1-41af7d5257bd,danceable,pop,female,not_aggressive,voice,124.768035889,B,0.686400771141,not_happy,2019,Pop
BAD!,XXXTENTACION,77,70.0,16,9,0e20165f-e02e-4472-9f4a-80ecacc5bda7,danceable,rhy,female,not_aggressive,voice,144.020614624,F,0.843534529209,not_happy,2019,Rhythm & Blues (R&B)
Smile (Living My Best Life),Lil' Duval Featuring Snoop Dogg & Ball Greezy,78,67.0,56,19,cb11d149-df69-405f-b837-3053def3de75,danceable,hip,female,not_aggressive,voice,98.9804000854,F,0.921498537064,happy,2019,Hip-Hop
Blue Tacoma,Russell Dickerson,79,79.0,52,17,f7ba6b6f-a162-403d-8ceb-764b26d312d1,danceable,roc,male,not_aggressive,voice,161.513839722,A,0.827869057655,happy,2019,Rock
Butterfly Doors,Lil Pump,81,,81,1,793562ee-e800-477a-b3d9-e627bec044ec,danceable,rhy,female,not_aggressive,voice,129.834945679,A#,0.907352805138,not_happy,2019,Rhythm & Blues (R&B)
Space Cadet,Metro Boomin Featuring Gunna,83,,51,5,1b3203a6-34f1-439d-b6f3-6fec0a523b15,danceable,rhy,female,not_aggressive,instrumental,178.2059021,F,0.557500600815,not_happy,2019,Rhythm & Blues (R&B)
Love Wins,Carrie Underwood,85,83.0,83,2,b290c1f2-6ba3-4f2a-b286-0654d2accfc5,danceable,pop,female,not_aggressive,voice,134.98576355,G,0.905649185181,happy,2019,Pop
Nuketown,Ski Mask The Slump God Featuring Juice WRLD,86,85.0,63,5,60b82579-60d6-4348-b720-7dc30bfcf80b,not_danceable,rhy,female,not_aggressive,instrumental,119.879127502,G#,0.768889963627,not_happy,2019,Rhythm & Blues (R&B)
Valuable Pain,YoungBoy Never Broke Again,87,,87,1,00460a52-8abc-4ad8-bdf5-1ac43dccabe4,danceable,hip,male,not_aggressive,voice,172.265899658,F,0.832308828831,not_happy,2019,Hip-Hop
Close Friends,Lil Baby,89,81.0,28,13,d3290ee1-9e64-4f0d-a9f7-97ef42b9708a,danceable,rhy,female,not_aggressive,voice,161.576705933,A#,0.807025194168,not_happy,2019,Rhythm & Blues (R&B)
Monster,21 Savage,90,78.0,73,3,b27f812f-2aba-4c08-b1b1-f079666e5609,danceable,rhy,female,not_aggressive,instrumental,133.933944702,F,0.490655571222,not_happy,2019,Rhythm & Blues (R&B)
Make It Sweet,Old Dominion,92,98.0,92,2,d7b4ebdb-7d8a-481a-99fd-36019d7c7ef1,not_danceable,roc,male,not_aggressive,voice,89.9803771973,G,0.869421780109,happy,2019,Rock
Demons And Angels,A Boogie Wit da Hoodie Featuring Juice WRLD,95,90.0,90,3,409aa93f-01ab-46f0-b83c-b919ccb4afed,not_danceable,roc,female,aggressive,voice,129.932723999,A#,0.972659707069,happy,2019,Rock
idontwannabeyouanymore,Billie Eilish,98,100.0,98,2,4be7874b-c45c-4dd6-9455-fba5d6910188,not_danceable,jaz,female,not_aggressive,voice,154.946044922,E,0.660282790661,not_happy,2019,Jazz
Dip,Tyga & Nicki Minaj,99,88.0,63,8,e8e35697-58fa-464e-818e-8510ab1d531f,danceable,hip,female,not_aggressive,voice,98.9635391235,A,0.967491805553,happy,2019,Hip-Hop
Without Me,Halsey,1,2.0,1,15,888bb953-61ed-45e8-9c4f-33c3346dc16f,danceable,rhy,female,not_aggressive,voice,135.955062866,F#,0.790792047977,not_happy,2019,Rhythm & Blues (R&B)
Sunflower (Spider-Man: Into The Spider-Verse),Post Malone & Swae Lee,2,1.0,1,13,b6df9d04-2303-4ec7-a416-367b06a026cb,danceable,pop,female,not_aggressive,voice,89.8964920044,D,0.897321462631,happy,2019,Pop
High Hopes,Panic! At The Disco,4,5.0,4,24,c1296fc9-08d8-4c4b-af8b-d92da5397850,danceable,pop,male,aggressive,voice,163.938995361,A#,0.913865327835,happy,2019,Pop
Happier,Marshmello & Bastille,6,6.0,3,22,ff183df7-8234-4cae-93bd-ee4a0d0bd709,not_danceable,cla,female,not_aggressive,instrumental,99.5504302979,G,0.633028209209,not_happy,2019,Classical
Drip Too Hard,Lil Baby & Gunna,8,8.0,4,18,6255bc30-64f8-4a5c-883e-00ddaa421e2f,danceable,hip,female,not_aggressive,voice,112.442695618,A,0.855042338371,not_happy,2019,Hip-Hop
Wake Up In The Sky,Gucci Mane X Bruno Mars X Kodak Black,12,12.0,11,18,7a4eb25f-ffe0-4065-b9d6-ff343e822901,danceable,hip,male,not_aggressive,voice,143.072921753,A#,0.95696413517,happy,2019,Hip-Hop
Better Now,Post Malone,15,13.0,3,38,f4ff2903-27db-47ff-937d-d05bfdbf471f,danceable,pop,female,not_aggressive,voice,144.64906311,A#,0.824171304703,not_happy,2019,Pop
Breathin,Ariana Grande,18,15.0,12,22,8daa330b-8d89-42e5-afb1-750144102825,danceable,pop,female,not_aggressive,instrumental,99.5541687012,F,0.933262705803,not_happy,2019,Pop
Leave Me Alone,Flipp Dinero,21,21.0,21,18,ad4f29b8-c40e-470c-98ff-91ee966fa058,danceable,hip,female,not_aggressive,voice,150.235183716,A#,0.783627867699,not_happy,2019,Hip-Hop
Speechless,Dan + Shay,25,25.0,24,19,7230a157-87d2-4242-868a-9b1d3253e392,danceable,pop,male,not_aggressive,voice,135.915725708,F#,0.673207223415,not_happy,2019,Pop
Beautiful,Bazzi Featuring Camila Cabello,26,27.0,26,24,83b1d16a-25c3-4429-b06d-03c08db66679,not_danceable,cla,male,not_aggressive,instrumental,84.0190811157,G,0.626622319221,not_happy,2019,Classical
Love Lies,Khalid & Normani,28,28.0,9,48,a5c11c65-acb7-4ee8-87de-e92f9cffbdf8,not_danceable,cla,male,not_aggressive,instrumental,135.859542847,G,0.670250713825,not_happy,2019,Classical
A Lot,21 Savage,34,33.0,33,4,39fb60ce-0c92-4e72-930b-cc6c2d4efcee,danceable,dan,female,not_aggressive,voice,146.027099609,F,0.94995445013,not_happy,2019,Dance/Electronic
You Say,Lauren Daigle,35,34.0,34,27,e8128e69-1c24-4e0f-8e31-6a4087299ba4,not_danceable,pop,female,not_aggressive,voice,147.918914795,A#,0.700807750225,not_happy,2019,Pop
Sweet But Psycho,Ava Max,36,37.0,36,5,f9b48b9e-fee4-4bff-8b50-646aca297b80,danceable,pop,female,not_aggressive,voice,132.953552246,C#,0.880677103996,happy,2019,Pop
Baby Shark,Pinkfong,37,38.0,32,3,4d19d9d5-9174-4037-9dec-21b6c2cbcbb9,danceable,hip,male,not_aggressive,voice,114.734375,A#,0.937664628029,not_happy,2019,Hip-Hop
Look Back At It,A Boogie Wit da Hoodie,40,49.0,40,6,c8374c1a-8c6f-4f45-9b4e-59187679b983,danceable,rhy,female,not_aggressive,voice,95.6127243042,D#,0.865969896317,not_happy,2019,Rhythm & Blues (R&B)
Sixteen,Thomas Rhett,43,45.0,42,10,5ea5b5de-1312-43f1-983e-9d753434b2f3,danceable,pop,female,not_aggressive,voice,106.918266296,C#,0.883783698082,not_happy,2019,Pop
Be Alright,Dean Lewis,44,42.0,40,12,6cb28fbd-05fc-479b-b192-a498f79b3e2e,danceable,pop,female,not_aggressive,voice,126.561714172,B,0.744760930538,not_happy,2019,Pop
Girl Like You,Jason Aldean,46,50.0,46,8,33d698bb-382f-48ef-8938-6e8f3af45fd8,danceable,pop,male,aggressive,voice,143.967468262,D#,0.899889886379,not_happy,2019,Pop
Burning Man,Dierks Bentley Featuring Brothers Osborne,47,47.0,45,13,6259736f-ddd6-4791-9c1e-2346d41f636f,not_danceable,rhy,male,not_aggressive,voice,117.904968262,D#,0.773548305035,not_happy,2019,Rhythm & Blues (R&B)
Uproar,Lil Wayne,49,36.0,7,16,630854cf-741a-4b68-bc9d-c648862b4180,danceable,hip,male,not_aggressive,voice,98.9849395752,A#,0.930883765221,not_happy,2019,Hip-Hop
This Is It,Scotty McCreery,52,53.0,52,6,aec07661-9222-464f-9563-99611a159ae8,not_danceable,roc,female,not_aggressive,instrumental,155.680618286,G#,0.880137860775,happy,2019,Rock
Good Girl,Dustin Lynch,53,44.0,44,10,98a1da94-13d9-4bcc-a0bd-820f9598b584,danceable,pop,male,not_aggressive,voice,161.596359253,G,0.903196156025,happy,2019,Pop
Calling My Spirit,Kodak Black,55,56.0,46,7,d8ff611d-b2d5-4808-be8a-ec9f40171cab,danceable,rhy,male,not_aggressive,voice,119.961242676,A#,0.340007573366,not_happy,2019,Rhythm & Blues (R&B)
Undecided,Chris Brown,56,35.0,35,2,91b675f6-d2f4-4061-918d-e5c8063eac84,danceable,pop,female,not_aggressive,instrumental,128.075271606,A#,0.906947493553,not_happy,2019,Pop
Saturday Nights,Khalid & Kane Brown,57,,57,2,51f36195-a888-4487-9a8e-9a03b7042625,not_danceable,rhy,female,not_aggressive,voice,84.0346679688,A#,0.551036953926,not_happy,2019,Rhythm & Blues (R&B)
Crushed Up,Future,59,46.0,46,2,8cabbea1-8c7a-4156-9785-937109f420b9,danceable,rhy,female,not_aggressive,voice,156.097702026,A#,0.816191315651,not_happy,2019,Rhythm & Blues (R&B)
Lovely,Billie Eilish & Khalid,64,65.0,64,12,1fc545d3-94b6-4a3d-bff3-bb8b861943d6,not_danceable,jaz,female,not_aggressive,voice,114.798667908,E,0.512330889702,happy,2019,Jazz
Startender,A Boogie Wit da Hoodie Featuring Offset & Tyga,65,59.0,59,4,20714476-804f-4217-9b57-63f08008d652,danceable,hip,female,not_aggressive,instrumental,95.9862747192,A#,0.914168536663,not_happy,2019,Hip-Hop
Ella Quiere Beber,Anuel AA & Romeo Santos,66,64.0,64,11,3d5c1a12-cd23-472d-96cb-7ca132f470c9,danceable,rhy,female,not_aggressive,instrumental,94.9251174927,G#,0.967547297478,not_happy,2019,Rhythm & Blues (R&B)
Pure Cocaine,Lil Baby,67,66.0,46,6,8cc74581-e677-4851-ad27-83d05515fd36,danceable,hip,female,not_aggressive,voice,126.982345581,A#,0.967274606228,not_happy,2019,Hip-Hop
Electricity,Silk City x Dua Lipa,68,62.0,62,9,89a26a81-05b9-4083-9639-b180fc341d82,not_danceable,dan,female,not_aggressive,instrumental,144.634460449,C,0.927419126034,happy,2019,Dance/Electronic
Yosemite,Travis Scott,70,71.0,25,13,1892f310-8713-47e5-b9a8-06f8d4021ca9,danceable,rhy,female,not_aggressive,voice,128.084762573,F,0.905719935894,not_happy,2019,Rhythm & Blues (R&B)
Millionaire,Chris Stapleton,71,67.0,67,6,f61c9210-1cbb-4a7a-8e4a-f0531fa0f662,danceable,rhy,male,not_aggressive,voice,142.815734863,A#,0.937531888485,happy,2019,Rhythm & Blues (R&B)
What Makes You Country,Luke Bryan,73,74.0,73,3,3dafcbe1-f845-4042-b49c-534dcf0a8c7a,danceable,pop,male,not_aggressive,voice,161.643936157,C,0.926102876663,happy,2019,Pop
When The Party's Over,Billie Eilish,74,68.0,52,13,ba7a88da-f864-4ead-9a63-36f92d10de46,not_danceable,rhy,female,not_aggressive,voice,123.452804565,A,0.0136189134791,not_happy,2019,Rhythm & Blues (R&B)
Thotiana,Blueface,75,,75,1,710f99d3-fa5d-4ab0-917d-374358e034c2,danceable,rhy,male,not_aggressive,voice,103.95426178,A#,0.692185342312,not_happy,2019,Rhythm & Blues (R&B)
Take It From Me,Jordan Davis,76,69.0,69,3,37b94577-62f8-4bab-8c60-6715fb9f9130,danceable,pop,male,not_aggressive,voice,99.9436645508,A#,0.955841362476,not_happy,2019,Pop
Ruin My Life,Zara Larsson,77,76.0,76,3,0a3524bf-6f93-4b0c-aba1-41af7d5257bd,danceable,pop,female,not_aggressive,voice,124.768035889,B,0.686400771141,not_happy,2019,Pop
Down To The Honkytonk,Jake Owen,78,75.0,75,3,59b69ea3-1632-4f7e-bec6-154e8fb556b7,danceable,roc,male,not_aggressive,voice,163.89074707,D#,0.927729904652,happy,2019,Rock
Jumpin On A Jet,Future,80,,80,1,f44e891e-cbfd-4b45-af25-b7a68d011a03,danceable,hip,female,not_aggressive,voice,140.020950317,A#,0.862785875797,not_happy,2019,Hip-Hop
Nuketown,Ski Mask The Slump God Featuring Juice WRLD,84,86.0,63,6,60b82579-60d6-4348-b720-7dc30bfcf80b,not_danceable,rhy,female,not_aggressive,instrumental,119.879127502,G#,0.768889963627,not_happy,2019,Rhythm & Blues (R&B)
BAD!,XXXTENTACION,85,77.0,16,10,0e20165f-e02e-4472-9f4a-80ecacc5bda7,danceable,rhy,female,not_aggressive,voice,144.020614624,F,0.843534529209,not_happy,2019,Rhythm & Blues (R&B)
Love Wins,Carrie Underwood,86,85.0,83,3,b290c1f2-6ba3-4f2a-b286-0654d2accfc5,danceable,pop,female,not_aggressive,voice,134.98576355,G,0.905649185181,happy,2019,Pop
Space Cadet,Metro Boomin Featuring Gunna,88,83.0,51,6,1b3203a6-34f1-439d-b6f3-6fec0a523b15,danceable,rhy,female,not_aggressive,instrumental,178.2059021,F,0.557500600815,not_happy,2019,Rhythm & Blues (R&B)
Butterfly Doors,Lil Pump,89,81.0,81,2,793562ee-e800-477a-b3d9-e627bec044ec,danceable,rhy,female,not_aggressive,voice,129.834945679,A#,0.907352805138,not_happy,2019,Rhythm & Blues (R&B)
Valuable Pain,YoungBoy Never Broke Again,90,87.0,87,2,00460a52-8abc-4ad8-bdf5-1ac43dccabe4,danceable,hip,male,not_aggressive,voice,172.265899658,F,0.832308828831,not_happy,2019,Hip-Hop
Blue Tacoma,Russell Dickerson,91,79.0,52,18,f7ba6b6f-a162-403d-8ceb-764b26d312d1,danceable,roc,male,not_aggressive,voice,161.513839722,A,0.827869057655,happy,2019,Rock
Close Friends,Lil Baby,92,89.0,28,14,d3290ee1-9e64-4f0d-a9f7-97ef42b9708a,danceable,rhy,female,not_aggressive,voice,161.576705933,A#,0.807025194168,not_happy,2019,Rhythm & Blues (R&B)
Can't Leave Without It,21 Savage,93,70.0,58,4,a82d6fa1-0f3e-4a44-a18a-c43d5e6afe71,danceable,rhy,male,not_aggressive,voice,131.968734741,A,0.771034955978,not_happy,2019,Rhythm & Blues (R&B)
idontwannabeyouanymore,Billie Eilish,96,98.0,96,3,4be7874b-c45c-4dd6-9455-fba5d6910188,not_danceable,jaz,female,not_aggressive,voice,154.946044922,E,0.660282790661,not_happy,2019,Jazz
Splashin,Rich The Kid,99,,99,1,1512af1b-55e5-4f4a-9c10-542e900199c7,danceable,rhy,male,not_aggressive,voice,99.8042755127,A#,0.919597387314,not_happy,2019,Rhythm & Blues (R&B)
Make It Sweet,Old Dominion,100,92.0,92,3,d7b4ebdb-7d8a-481a-99fd-36019d7c7ef1,not_danceable,roc,male,not_aggressive,voice,89.9803771973,G,0.869421780109,happy,2019,Rock
Without Me,Halsey,2,1.0,1,16,888bb953-61ed-45e8-9c4f-33c3346dc16f,danceable,rhy,female,not_aggressive,voice,135.955062866,F#,0.790792047977,not_happy,2019,Rhythm & Blues (R&B)
Sunflower (Spider-Man: Into The Spider-Verse),Post Malone & Swae Lee,3,2.0,1,14,b6df9d04-2303-4ec7-a416-367b06a026cb,danceable,pop,female,not_aggressive,voice,89.8964920044,D,0.897321462631,happy,2019,Pop
High Hopes,Panic! At The Disco,6,4.0,4,25,c1296fc9-08d8-4c4b-af8b-d92da5397850,danceable,pop,male,aggressive,voice,163.938995361,A#,0.913865327835,happy,2019,Pop
Happier,Marshmello & Bastille,7,6.0,3,23,ff183df7-8234-4cae-93bd-ee4a0d0bd709,not_danceable,cla,female,not_aggressive,instrumental,99.5504302979,G,0.633028209209,not_happy,2019,Classical
Drip Too Hard,Lil Baby & Gunna,10,8.0,4,19,6255bc30-64f8-4a5c-883e-00ddaa421e2f,danceable,hip,female,not_aggressive,voice,112.442695618,A,0.855042338371,not_happy,2019,Hip-Hop
Wake Up In The Sky,Gucci Mane X Bruno Mars X Kodak Black,15,12.0,11,19,7a4eb25f-ffe0-4065-b9d6-ff343e822901,danceable,hip,male,not_aggressive,voice,143.072921753,A#,0.95696413517,happy,2019,Hip-Hop
Better Now,Post Malone,20,15.0,3,39,f4ff2903-27db-47ff-937d-d05bfdbf471f,danceable,pop,female,not_aggressive,voice,144.64906311,A#,0.824171304703,not_happy,2019,Pop
Leave Me Alone,Flipp Dinero,21,21.0,21,19,ad4f29b8-c40e-470c-98ff-91ee966fa058,danceable,hip,female,not_aggressive,voice,150.235183716,A#,0.783627867699,not_happy,2019,Hip-Hop
Breathin,Ariana Grande,22,18.0,12,23,8daa330b-8d89-42e5-afb1-750144102825,danceable,pop,female,not_aggressive,instrumental,99.5541687012,F,0.933262705803,not_happy,2019,Pop
Middle Child,J. Cole,26,,26,1,3f6861eb-7173-43e3-bd3b-242ab94fcde2,danceable,rhy,female,not_aggressive,voice,123.900672913,A#,0.790315449238,not_happy,2019,Rhythm & Blues (R&B)
Beautiful,Bazzi Featuring Camila Cabello,27,26.0,26,25,83b1d16a-25c3-4429-b06d-03c08db66679,not_danceable,cla,male,not_aggressive,instrumental,84.0190811157,G,0.626622319221,not_happy,2019,Classical
Speechless,Dan + Shay,31,25.0,24,20,7230a157-87d2-4242-868a-9b1d3253e392,danceable,pop,male,not_aggressive,voice,135.915725708,F#,0.673207223415,not_happy,2019,Pop
Love Lies,Khalid & Normani,32,28.0,9,49,a5c11c65-acb7-4ee8-87de-e92f9cffbdf8,not_danceable,cla,male,not_aggressive,instrumental,135.859542847,G,0.670250713825,not_happy,2019,Classical
A Lot,21 Savage,34,34.0,33,5,39fb60ce-0c92-4e72-930b-cc6c2d4efcee,danceable,dan,female,not_aggressive,voice,146.027099609,F,0.94995445013,not_happy,2019,Dance/Electronic
Sweet But Psycho,Ava Max,35,36.0,35,6,f9b48b9e-fee4-4bff-8b50-646aca297b80,danceable,pop,female,not_aggressive,voice,132.953552246,C#,0.880677103996,happy,2019,Pop
Baby Shark,Pinkfong,36,37.0,32,4,4d19d9d5-9174-4037-9dec-21b6c2cbcbb9,danceable,hip,male,not_aggressive,voice,114.734375,A#,0.937664628029,not_happy,2019,Hip-Hop
Keanu Reeves,Logic,38,,38,1,c405af0d-bec2-480c-95f6-d6d4373f0779,danceable,rhy,female,not_aggressive,instrumental,113.232421875,D,0.938509583473,not_happy,2019,Rhythm & Blues (R&B)
You Say,Lauren Daigle,39,35.0,34,28,e8128e69-1c24-4e0f-8e31-6a4087299ba4,not_danceable,pop,female,not_aggressive,voice,147.918914795,A#,0.700807750225,not_happy,2019,Pop
Crushed Up,Future,43,59.0,43,3,8cabbea1-8c7a-4156-9785-937109f420b9,danceable,rhy,female,not_aggressive,voice,156.097702026,A#,0.816191315651,not_happy,2019,Rhythm & Blues (R&B)
Look Back At It,A Boogie Wit da Hoodie,44,40.0,40,7,c8374c1a-8c6f-4f45-9b4e-59187679b983,danceable,rhy,female,not_aggressive,voice,95.6127243042,D#,0.865969896317,not_happy,2019,Rhythm & Blues (R&B)
First Off,Future Featuring Travis Scott,47,,47,1,95d76947-38b6-455c-af69-19d970627363,danceable,hip,female,not_aggressive,voice,153.529388428,A#,0.869762599468,not_happy,2019,Hip-Hop
Burning Man,Dierks Bentley Featuring Brothers Osborne,48,47.0,45,14,6259736f-ddd6-4791-9c1e-2346d41f636f,not_danceable,rhy,male,not_aggressive,voice,117.904968262,D#,0.773548305035,not_happy,2019,Rhythm & Blues (R&B)
Sixteen,Thomas Rhett,49,43.0,42,11,5ea5b5de-1312-43f1-983e-9d753434b2f3,danceable,pop,female,not_aggressive,voice,106.918266296,C#,0.883783698082,not_happy,2019,Pop
Girl Like You,Jason Aldean,51,46.0,46,9,33d698bb-382f-48ef-8938-6e8f3af45fd8,danceable,pop,male,aggressive,voice,143.967468262,D#,0.899889886379,not_happy,2019,Pop
Be Alright,Dean Lewis,52,44.0,40,13,6cb28fbd-05fc-479b-b192-a498f79b3e2e,danceable,pop,female,not_aggressive,voice,126.561714172,B,0.744760930538,not_happy,2019,Pop
This Is It,Scotty McCreery,53,52.0,52,7,aec07661-9222-464f-9563-99611a159ae8,not_danceable,roc,female,not_aggressive,instrumental,155.680618286,G#,0.880137860775,happy,2019,Rock
Undecided,Chris Brown,55,56.0,35,3,91b675f6-d2f4-4061-918d-e5c8063eac84,danceable,pop,female,not_aggressive,instrumental,128.075271606,A#,0.906947493553,not_happy,2019,Pop
Jumpin On A Jet,Future,57,80.0,57,2,f44e891e-cbfd-4b45-af25-b7a68d011a03,danceable,hip,female,not_aggressive,voice,140.020950317,A#,0.862785875797,not_happy,2019,Hip-Hop
Good Girl,Dustin Lynch,58,53.0,44,11,98a1da94-13d9-4bcc-a0bd-820f9598b584,danceable,pop,male,not_aggressive,voice,161.596359253,G,0.903196156025,happy,2019,Pop
Uproar,Lil Wayne,59,49.0,7,17,630854cf-741a-4b68-bc9d-c648862b4180,danceable,hip,male,not_aggressive,voice,98.9849395752,A#,0.930883765221,not_happy,2019,Hip-Hop
Ella Quiere Beber,Anuel AA & Romeo Santos,61,66.0,61,12,3d5c1a12-cd23-472d-96cb-7ca132f470c9,danceable,rhy,female,not_aggressive,instrumental,94.9251174927,G#,0.967547297478,not_happy,2019,Rhythm & Blues (R&B)
Calling My Spirit,Kodak Black,62,55.0,46,8,d8ff611d-b2d5-4808-be8a-ec9f40171cab,danceable,rhy,male,not_aggressive,voice,119.961242676,A#,0.340007573366,not_happy,2019,Rhythm & Blues (R&B)
Never Stop,Future,65,,65,1,82de5379-4e36-496a-9aa7-f53d4c1e3a80,danceable,rhy,female,not_aggressive,voice,77.5722732544,A#,0.932997763157,not_happy,2019,Rhythm & Blues (R&B)
Thotiana,Blueface,66,75.0,66,2,710f99d3-fa5d-4ab0-917d-374358e034c2,danceable,rhy,male,not_aggressive,voice,103.95426178,A#,0.692185342312,not_happy,2019,Rhythm & Blues (R&B)
Secreto,Anuel AA & Karol G,68,,68,1,78556904-b366-459c-9499-76aa2236ea73,danceable,rhy,female,not_aggressive,instrumental,92.005355835,G#,0.914119958878,happy,2019,Rhythm & Blues (R&B)
What Makes You Country,Luke Bryan,70,73.0,70,4,3dafcbe1-f845-4042-b49c-534dcf0a8c7a,danceable,pop,male,not_aggressive,voice,161.643936157,C,0.926102876663,happy,2019,Pop
